# {
#     "changing_threshold": 0.2,
#     "command": "/g100/home/userexternal/xdhori00/.conda/envs/majiq/bin/voila tsv --threshold 0.2 -j 30 output/splicegraph.sql output/oocyte-cumulus.deltapsi.voila -f ../output_tsv/PRJNA649934_voila.tsv",
#     "group_sizes": {
#         "cumulus": 4,
#         "oocyte": 6
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.4.dev102+g2cae1507"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	oocyte_mean_psi	cumulus_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
RPS6KC1	ENSG00000136643.12	ENSG00000136643.12:t:213104454-213104569	0.0511;0.1991;-0.2685	3.363e-03;5.040e-01;8.442e-01	2.802e-01;7.270e-03;9.044e-05	0.0106;0.6916;0.2981	0.0889;0.9077;0.0032	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr1	+	213071041-213104454;213077816-213104454;213097637-213104454	na-213097637;213071006-213071041;213077696-213077816;213104454-213104569		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A213104569-213071006
RAB20	ENSG00000139832.5	ENSG00000139832.5:t:110523066-110524197	0.9324;-0.9366	1.000e+00;1.000e+00	2.531e-21;0.000e+00	0.0628;0.9372	0.9987;0.0013	t|1e1.1o1|1e2.1o1	2	3	0;1	chr13	-	110524197-110561348;110524197-110540976	110523066-110524197;110540976-na;110561348-110561722		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A110561722-110523066
GOLGA4	ENSG00000144674.19	ENSG00000144674.19:s:37355101-37355187	-0.4603;0.4603	9.999e-01;9.999e-01	2.657e-11;2.995e-11	0.9856;0.0144	0.5251;0.4749	s|1e1.1o1|1e2.1o1	2	3	0;0	chr3	+	37355187-37361243;37355187-37366080	37355101-37355187;37361243-37361305;37366080-37366879		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A37366879-37355101
GOLGA4	ENSG00000144674.19	ENSG00000144674.19:t:37366080-37366879	-0.0000;0.4648;-0.4668	5.492e-21;9.999e-01;9.999e-01	9.993e-01;1.904e-12;6.006e-12	0.0034;0.0123;0.9846	0.0027;0.4913;0.5060	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr3	+	37282272-37366080;37355187-37366080;37361305-37366080	37281958-37282272;37355101-37355187;37361243-37361305;37366080-37366879		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A37366879-37281958
TRIP12	ENSG00000153827.15	ENSG00000153827.15:s:229879982-229880128	-0.3587;0.3577;0.0000	9.941e-01;9.939e-01;5.487e-21	3.324e-09;3.662e-09;1.000e+00	0.8544;0.1447;0.0010	0.4900;0.5080;0.0019	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr2	-	229860531-229879982;229859574-229879982;229836984-229879982	229836172-229836984;229858919-229859574;229860406-229860531;229879982-229880128		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A229880128-229836172
TRIP12	ENSG00000153827.15	ENSG00000153827.15:t:229858919-229859574	0.2993;-0.2993	9.356e-01;9.356e-01	1.850e-06;1.850e-06	0.1345;0.8655	0.4364;0.5636	t|1e1.1o1|1e2.1o1	2	3	0;0	chr2	-	229859574-229879982;229859574-229860406	229858919-229859574;229860406-229860531;229879982-229880128		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A229880128-229858919
FLAD1	ENSG00000160688.19	ENSG00000160688.19:t:154992713-154992786	0.5498;-0.0322;-0.4893	9.999e-01;1.554e-03;9.993e-01	3.776e-09;3.832e-01;2.556e-08	0.1548;0.0749;0.7768	0.7004;0.0222;0.2788	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr1	+	154984066-154992713;154990257-154992713;154990528-154992713	154983842-154984066;154990159-154990257;154990339-154991206;154992713-154992786		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A154992786-154983842
FUCA1	ENSG00000179163.12	ENSG00000179163.12:t:23845077-23845855	-0.2547;0.2547	6.863e-01;6.863e-01	2.615e-03;2.615e-03	0.8806;0.1194	0.6152;0.3848	t|1e2.1o1|2e1.1o2	2	3	0;1	chr1	-	23845855-23846074;23845333-23854476	23845077-23845855;23846074-23846173;23854360-23854560		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A23854560-23845077
PRKD1	ENSG00000184304.17	ENSG00000184304.17:s:29597491-29597758	-0.5305;-0.0748;-0.2653;0.9429	1.000e+00;5.657e-03;8.607e-01;1.000e+00	6.661e-16;1.697e-01;1.457e-06;2.285e-21	0.5519;0.1045;0.2935;0.0535	0.0031;0.0031;0.0031;0.9907	s|1e2.1o1|2e1.1o1|2e2.1o1|2e3.1o1	4	4	1;0;1;0	chr14	-	29593493-29597529;29594169-29597491;29593493-29597491;29578360-29597491	na-29593493;29578275-29578449;29594086-29594169;29597491-29597758		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A29597758-29578275
PRKD1	ENSG00000184304.17	ENSG00000184304.17:t:29599656-29599817	0.9727;-0.9733	1.000e+00;1.000e+00	1.531e-21;0.000e+00	0.0036;0.9964	0.9897;0.0103	t|1e1.1o1|1e2.1o1	2	3	0;1	chr14	-	29599817-29624152;29599817-29607354	29599656-29599817;29607354-na;29624152-29624258		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A29624258-29599656
LNC-LBCS	ENSG00000228412.9	ENSG00000228412.9:t:19802164-19803910	-0.8572;0.8754;-0.0026	1.000e+00;1.000e+00;5.028e-04	0.000e+00;3.117e-17;5.476e-01	0.8638;0.0685;0.0682	0.0078;0.9228;0.0702	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr6	-	19803910-19806183;19803910-19804675;19803910-19804171	19802164-19803910;19804171-19804649;19804675-19804827;19806183-na		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A19806193-19802164
MAGI2-AS3	ENSG00000234456.10	ENSG00000234456.10:s:79458847-79458999	0.0014;-0.4258;0.0000;0.3216;0.0775	4.483e-10;9.999e-01;5.487e-21;9.812e-01;2.369e-03	9.406e-01;0.000e+00;1.000e+00;7.624e-11;1.628e-01	0.0205;0.9033;0.0002;0.0544;0.0207	0.0259;0.4863;0.0010;0.3780;0.1085	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	0;0;0;0;0	chr7	+	79458999-79459407;79458999-79459536;79458999-79469432;79458999-79470594;79458999-79470783	79458847-79458999;79459407-79459453;79459536-79463934;79469432-79469446;79470594-79470679;79470783-79471208		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A79471208-79458847
ENSG00000291079	ENSG00000291079.1	ENSG00000291079.1:s:1632845-1632906	0.1194;0.0000;-0.0001;-0.3376;0.0000;0.0000;-0.0001;0.2240	1.776e-01;5.489e-21;5.672e-09;9.448e-01;5.489e-21;5.489e-21;5.540e-21;6.125e-01	5.687e-02;9.997e-01;9.605e-01;4.868e-05;9.997e-01;9.997e-01;9.930e-01;1.247e-03	0.1285;0.0025;0.0321;0.8036;0.0002;0.0002;0.0285;0.0048	0.2630;0.0015;0.0124;0.4665;0.0015;0.0015;0.0015;0.2590	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o3|1e3.3o3|1e4.1o1|1e5.1o1|1e6.1o1	8	7	0;0;0;0;0;0;0;0	chr5	-	1632751-1632845;1632744-1632845;1630566-1632845;1629630-1632845;1628852-1632845;1626926-1632845;1612072-1632845;1602735-1632845	1601916-1602735;1611473-1612072;1626786-1626926;1628511-1629630;1630353-1630566;1632644-1632751;1632845-1632906		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A1632906-1601916
ENSG00000291079	ENSG00000291079.1	ENSG00000291079.1:t:1628511-1629630	0.0000;-0.3872;0.3264;0.0297;0.0000;0.0000	5.487e-21;9.972e-01;9.649e-01;1.146e-03;5.487e-21;5.487e-21	1.000e+00;1.059e-08;1.858e-06;3.818e-01;1.000e+00;1.000e+00	0.0002;0.6652;0.2764;0.0604;0.0002;0.0002	0.0012;0.2788;0.5880;0.1128;0.0012;0.0012	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|3e2.1o1	6	5	0;0;0;0;0;0	chr5	-	1629630-1633808;1629630-1632845;1629630-1632644;1629630-1630409;1629630-1630353;1628852-1632845	1628511-1629630;1630353-1630566;1632644-1632751;1632845-1632906;1633808-1634014		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A1634014-1628511
CLK1	ENSG00000013441.17	ENSG00000013441.17:s:200861090-200861466	-0.4564;0.4564	1.000e+00;1.000e+00	0.000e+00;2.051e-20	0.9486;0.0514	0.5030;0.4970	s|1e1.1o1|1e2.1o1	2	3	0;0	chr2	-	200860215-200861238;200859746-200861238	200859680-200859746;200860125-200860215;200861090-200861466		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A200861466-200859680
CLK1	ENSG00000013441.17	ENSG00000013441.17:t:200859680-200859746	0.4607;-0.4607	1.000e+00;1.000e+00	2.083e-20;0.000e+00	0.0595;0.9405	0.5096;0.4904	t|1e1.1o1|1e2.1o1	2	3	0;0	chr2	-	200859746-200861238;200859746-200860125	200859680-200859746;200860125-200860215;200861090-200861466		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A200861466-200859680
CLK1	ENSG00000013441.17	ENSG00000013441.17:t:200860125-200860215	-0.3060;0.3060	9.880e-01;9.880e-01	0.000e+00;1.645e-17	0.9990;0.0010	0.6679;0.3321	t|1e1.1o1|i	2	2	0;0	chr2	-	200860215-200861238;200860216-200860964	200860125-200860215;200861090-200861466	200860216-200860964	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A200861466-200860125
BCLAF1	ENSG00000029363.17	ENSG00000029363.17:s:136268162-136268671	-0.2300;0.2300	6.828e-01;6.828e-01	1.754e-03;1.754e-03	0.9247;0.0753	0.6961;0.3039	s|1e1.1o1|1e2.1o1	2	3	0;0	chr6	-	136267175-136268162;136261477-136268162	136261265-136261477;136267029-136267175;136268162-136268671		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A136268671-136261265
BCLAF1	ENSG00000029363.17	ENSG00000029363.17:t:136261265-136261477	0.2257;-0.2257	6.659e-01;6.659e-01	8.934e-04;8.934e-04	0.0611;0.9389	0.2946;0.7054	t|1e1.1o1|1e2.1o1	2	3	0;0	chr6	-	136261477-136268162;136261477-136267029	136261265-136261477;136267029-136267175;136268162-136268671		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A136268671-136261265
IDI1	ENSG00000067064.13	ENSG00000067064.13:s:1048864-1049119	0.5215;-0.5215	1.000e+00;1.000e+00	1.926e-20;0.000e+00	0.4020;0.5980	0.9039;0.0961	s|1e1.1o1|1e2.1o1	2	3	0;0	chr10	-	1044171-1048864;1043393-1048864	1043301-1043393;1043999-1044171;1048864-1049119		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A1049119-1043301
IDI1	ENSG00000067064.13	ENSG00000067064.13:t:1043301-1043393	-0.2012;0.0000;0.1865;0.0000	5.135e-01;5.226e-21;3.973e-01;5.226e-21	8.981e-09;1.000e+00;3.490e-04;1.000e+00	0.2160;0.0006;0.7829;0.0006	0.0217;0.0004;0.9523;0.0254	t|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	0;0;0;0	chr10	-	1043393-1048864;1043393-1048264;1043393-1043999;1043394-1043998	1043301-1043393;1043999-1044171;1048264-1048397;1048864-1049119	1043394-1043998	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A1049119-1043301
RORA	ENSG00000069667.16	ENSG00000069667.16:s:60528073-60531851	0.9451;-0.9496	1.000e+00;1.000e+00	2.105e-21;0.000e+00	0.0481;0.9519	0.9942;0.0058	s|1e1.1o1|4e2.2o2	2	3	0;1	chr15	-	60514757-60531766;60488591-60528580	60488284-60497619;60514616-60514757;60528073-60531851		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A60531851-60488284
RORA	ENSG00000069667.16	ENSG00000069667.16:t:60488284-60497619	0.8631;-0.8649	1.000e+00;1.000e+00	2.078e-20;0.000e+00	0.1351;0.8649	0.9939;0.0061	t|1e2.1o1|2e1.4o4	2	3	0;1	chr15	-	60497619-60499892;60488591-60528580	60488284-60497619;60499892-60500004;60528073-60531851		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A60531851-60488284
RAB27A	ENSG00000069974.17	ENSG00000069974.17:t:55268193-55270394	0.9741;-0.7710;-0.0865;-0.0806	1.000e+00;1.000e+00;6.334e-06;3.758e-07	1.505e-21;0.000e+00;9.942e-02;1.346e-01	0.0020;0.7764;0.1133;0.1047	0.9920;0.0027;0.0027;0.0027	t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3	4	3	0;0;0;1	chr15	-	55270284-55289716;55270284-55270859;55270284-55270756;55270284-55270489	55268193-55270394;55270489-55272178;55289716-55289813		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A55289813-55268193
POLB	ENSG00000070501.12	ENSG00000070501.12:t:42344953-42345019	0.2578;-0.2578	8.156e-01;8.156e-01	2.740e-05;2.740e-05	0.1281;0.8719	0.3841;0.6159	t|1e1.2o2|1e2.1o1	2	3	0;0	chr8	+	42338685-42344953;42339069-42344953	42338454-42338685;42339012-42339380;42344953-42345019		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A42345019-42338454
ABHD12	ENSG00000100997.20	ENSG00000100997.20:t:25308457-25308494	-0.0001;-0.2361;0.2361	4.026e-09;8.074e-01;8.091e-01	9.968e-01;6.217e-06;1.609e-06	0.0051;0.9899;0.0051	0.0008;0.7390;0.2602	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr20	-	25308494-25314925;25308494-25309446;25308494-25308863	25308457-25308494;25308863-na;25309446-25309498;25314925-25314970		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A25314970-25308457
UBXN8	ENSG00000104691.16	ENSG00000104691.16:t:30751396-30751518	-0.0000;-0.5162;0.5194;-0.0000	5.488e-21;1.000e+00;1.000e+00;5.488e-21	9.998e-01;2.862e-12;1.269e-12;9.998e-01	0.0023;0.9097;0.0861;0.0023	0.0008;0.3965;0.6017;0.0008	t|1e1.1o1|1e2.1o1|1e3.1o1|2e2.1o1	4	4	0;0;0;0	chr8	+	30733308-30751396;30744277-30751396;30744460-30751396;30744277-30751507	30732619-30733308;30744164-30744277;30744328-30744460;30751396-30751518		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A30751518-30732619
AKT2	ENSG00000105221.18	ENSG00000105221.18:s:40255158-40255177	-0.2896;0.0006;0.2865	8.951e-01;9.000e-06;8.763e-01	1.054e-04;9.717e-01;3.177e-04	0.3178;0.0034;0.6791	0.0102;0.0102;0.9796	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr19	-	40252391-40255158;40244414-40255158;40242687-40255158	40242534-40244127;40244319-40244414;40252300-40252391;40255158-40255177		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A40255177-40242534
ZNF410	ENSG00000119725.21	ENSG00000119725.21:s:73920146-73921327	-0.5174;0.5174	1.000e+00;1.000e+00	4.441e-16;7.365e-17	0.9854;0.0146	0.4681;0.5319	s|1e1.1o1|1e2.1o1	2	3	0;0	chr14	+	73921105-73922066;73921105-73923395	73920146-73921327;73922066-73922206;73923395-73923525		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A73923525-73920146
ZNF410	ENSG00000119725.21	ENSG00000119725.21:t:73923395-73923525	0.6216;-0.6216	1.000e+00;1.000e+00	1.346e-20;0.000e+00	0.0111;0.9889	0.6295;0.3705	t|1e1.1o1|1e2.1o1	2	3	0;0	chr14	+	73921105-73923395;73922206-73923395	73920146-73921327;73922066-73922206;73923395-73923525		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A73923525-73920146
PEDS1-UBE2V1	ENSG00000124208.16	ENSG00000124208.16:t:50129546-50129690	0.9582;-0.6963;-0.2285	1.000e+00;1.000e+00;7.382e-01	1.868e-21;0.000e+00;1.918e-07	0.0426;0.7029;0.2519	0.9932;0.0034;0.0034	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;1	chr20	-	50129690-50130856;50129690-50130052;50129690-50129945	50129546-50129690;50129945-na;50130052-na;50130856-50130947		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A50130947-50129546
THUMPD3	ENSG00000134077.16	ENSG00000134077.16:s:9362971-9363728	0.0000;0.0544;0.0307;0.1879;-0.3477;0.0002	5.487e-21;1.065e-02;3.541e-06;4.518e-01;9.894e-01;5.553e-21	1.000e+00;2.068e-01;4.738e-01;9.245e-03;9.338e-08;9.904e-01	0.0007;0.1348;0.0043;0.3213;0.5298;0.0064	0.0010;0.2144;0.0684;0.5188;0.1868;0.0133	s|1e1.1o1|1e2.1o1|2e2.1o1|3e2.1o1|4e2.1o1|5e2.1o1	6	3	0;0;1;0;0;0	chr3	+	9363127-9363835;9363127-9365016;9363312-9365016;9363332-9365016;9363525-9365016;9363728-9365016	9362971-9363728;9363835-9364038;9365016-9365320		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A9365320-9362971
THUMPD3	ENSG00000134077.16	ENSG00000134077.16:t:9365016-9365320	0.0544;0.0307;0.1879;-0.3477;0.0002;0.0000	1.065e-02;3.541e-06;4.518e-01;9.894e-01;5.553e-21;5.487e-21	2.068e-01;4.738e-01;9.245e-03;9.338e-08;9.904e-01;1.000e+00	0.1348;0.0043;0.3213;0.5298;0.0064;0.0007	0.2144;0.0684;0.5188;0.1868;0.0133;0.0010	t|1e1.1o5|1e1.2o5|1e1.3o5|1e1.4o5|1e1.5o5|1e2.1o1	6	3	0;1;0;0;0;0	chr3	+	9363127-9365016;9363312-9365016;9363332-9365016;9363525-9365016;9363728-9365016;9364038-9365016	9362971-9363728;9363835-9364038;9365016-9365320		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A9365320-9362971
DPH6	ENSG00000134146.12	ENSG00000134146.12:s:35538082-35538467	-0.1935;-0.0097;0.2326	4.519e-01;6.654e-06;6.976e-01	1.711e-03;7.004e-01;2.468e-04	0.2170;0.0453;0.7331	0.0199;0.0137;0.9667	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr15	-	35522278-35538274;35490197-35538274;35454820-35538274	35454747-35454820;35489969-35490197;35518994-35522278;35538082-35538467		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A35538467-35454747
ABI1	ENSG00000136754.18	ENSG00000136754.18:s:26765218-26765318	0.0000;0.2760;0.0550;-0.0000;-0.3460	5.487e-21;8.750e-01;9.665e-03;5.487e-21;9.995e-01	1.000e+00;4.439e-05;2.109e-01;1.000e+00;1.998e-15	0.0007;0.4555;0.1687;0.0039;0.3629	0.0025;0.7340;0.2477;0.0008;0.0092	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1	5	5	0;0;0;0;0	chr10	-	26763960-26765218;26759238-26765218;26759235-26765218;26755741-26765218;26751783-26765218	26751598-26751783;26755655-26755741;26759062-26759238;26763880-26763960;26765218-26765318		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A26765318-26751598
ABI1	ENSG00000136754.18	ENSG00000136754.18:s:26776626-26777241	0.2276;-0.2276	7.434e-01;7.434e-01	7.420e-12;3.727e-13	0.0015;0.9985	0.2536;0.7464	s|1e1.1o1|1e2.1o1	2	3	0;0	chr10	-	26771089-26777065;26770345-26777065	26770245-26770345;26771075-26771089;26776626-26777241		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A26777241-26770245
ABI1	ENSG00000136754.18	ENSG00000136754.18:t:26751598-26751783	-0.5227;0.1001;0.4039	1.000e+00;7.938e-02;9.902e-01	0.000e+00;7.856e-02;4.023e-07	0.5458;0.0948;0.3730	0.0153;0.2051;0.7764	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr10	-	26751783-26765218;26751783-26759062;26751783-26755655	26751598-26751783;26755655-26755741;26759062-26759238;26765218-26765318		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A26765318-26751598
ABI1	ENSG00000136754.18	ENSG00000136754.18:t:26770245-26770345	0.0000;-0.2435;0.2425	5.487e-21;8.353e-01;8.299e-01	1.000e+00;2.811e-13;9.835e-12	0.0010;0.9979;0.0010	0.0009;0.7305;0.2686	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr10	-	26770345-26823138;26770345-26777065;26770345-26771075	26770245-26770345;26771075-26771089;26776626-26777241;26823138-26823305		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A26823305-26770245
WDR89	ENSG00000140006.12	ENSG00000140006.12:t:63624928-63625033	0.2588;-0.2588	7.080e-01;7.080e-01	5.402e-03;5.402e-03	0.5444;0.4556	0.8469;0.1531	t|1e1.1o1|1e2.1o1	2	3	0;0	chr14	-	63625033-63641804;63625033-63641299	63624928-63625033;63641299-63641407;63641804-63641871		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A63641871-63624928
LMO4	ENSG00000143013.13	ENSG00000143013.13:t:87339536-87339632	0.2726;-0.2726	9.431e-01;9.431e-01	3.118e-05;3.119e-05	0.6994;0.3006	0.9884;0.0116	t|1e1.1o1|1e2.1o1	2	3	0;1	chr1	+	87332251-87339536;87334560-87339536	na-87334560;87332013-87332251;87339536-87339632		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A87339632-87332013
CDKAL1	ENSG00000145996.11	ENSG00000145996.11:s:20534457-20534574	-0.5828;0.5828	1.000e+00;1.000e+00	1.110e-16;2.478e-15	0.6110;0.3890	0.0400;0.9600	s|1e1.1o1|1e2.1o1	2	3	0;0	chr6	+	20534574-20535087;20534574-20535351	20534457-20534574;20535087-20535199;20535351-20535394		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A20535394-20534457
CDKAL1	ENSG00000145996.11	ENSG00000145996.11:s:20548593-20548705	0.0006;-0.0844;-0.1557;0.2803	7.595e-07;2.698e-04;3.023e-01;8.421e-01	9.363e-01;1.194e-01;2.106e-02;7.795e-04	0.0256;0.1141;0.2491;0.6133	0.0176;0.0038;0.0832;0.8965	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;1;0	chr6	+	20548705-20558542;20548705-20573747;20548705-20599369;20548705-20649293	20548593-20548705;20558542-20559672;20573747-na;20599369-na;20649293-20649377		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A20649377-20548593
CDKAL1	ENSG00000145996.11	ENSG00000145996.11:t:20535351-20535394	0.6900;-0.6900	1.000e+00;1.000e+00	1.280e-20;0.000e+00	0.1987;0.8013	0.8815;0.1185	t|1e1.1o1|1e2.1o1	2	3	0;0	chr6	+	20534574-20535351;20535199-20535351	20534457-20534574;20535087-20535199;20535351-20535394		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A20535394-20534457
CMIP	ENSG00000153815.18	ENSG00000153815.18:t:81691656-81691840	0.9610;-0.9636	1.000e+00;1.000e+00	1.862e-21;0.000e+00	0.0223;0.9777	0.9884;0.0116	t|1e1.1o1|1e2.1o1	2	3	0;1	chr16	+	81678628-81691775;81687809-81691775	na-81687809;81678275-81678628;81691656-81691840		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A81691840-81678275
YY1AP1	ENSG00000163374.20	ENSG00000163374.20:t:155680382-155680456	-0.1957;-0.0023;0.2193	4.646e-01;3.984e-08;6.172e-01	1.412e-03;9.027e-01;4.270e-04	0.2232;0.0240;0.7472	0.0108;0.0103;0.9802	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr1	-	155680456-155688930;155680456-155688659;155680456-155688071	155680382-155680456;155688071-155688573;155688659-155688774;155688930-155689000		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A155689000-155680382
PTK2	ENSG00000169398.20	ENSG00000169398.20:s:140890316-140890769	-0.2133;0.2173;-0.0000	5.843e-01;6.143e-01;5.488e-21	4.171e-04;2.192e-04;1.000e+00	0.9594;0.0358;0.0056	0.7460;0.2522;0.0017	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr8	-	140879637-140890543;140864399-140890543;140846678-140890543	140846599-140846678;140864312-140864399;140879162-140879637;140890316-140890769		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A140890769-140846599
PAIP1	ENSG00000172239.14	ENSG00000172239.14:s:43556582-43557093	0.6646;-0.0000;-0.6552	1.000e+00;5.493e-21;1.000e+00	1.378e-20;9.993e-01;0.000e+00	0.1455;0.0105;0.8436	0.7909;0.0016;0.2074	s|1e1.1o2|1e2.1o1|2e1.1o2	3	3	0;0;0	chr5	-	43555999-43556819;43547913-43556819;43555999-43556582	43547728-43547913;43555830-43555999;43556582-43557093		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A43557093-43547728
PAIP1	ENSG00000172239.14	ENSG00000172239.14:t:43555830-43555999	-0.0000;-0.8706;0.7609;0.1191;0.0000;0.0000	5.487e-21;1.000e+00;1.000e+00;3.423e-02;5.493e-21;5.487e-21	1.000e+00;0.000e+00;8.785e-21;3.149e-02;9.991e-01;1.000e+00	0.0288;0.8839;0.0122;0.0697;0.0066;0.0001	0.0008;0.0228;0.7658;0.1984;0.0100;0.0008	t|1e1.1o1|1e2.2o2|1e3.1o2|1e3.2o2|1e4.1o1|2e2.1o2	6	5	0;0;0;0;0;0	chr5	-	43555999-43557701;43555999-43557340;43555999-43556819;43555999-43556582;43555999-43556203;43555961-43557351	43555830-43555999;43556203-43556378;43556582-43557093;43557340-43557695;43557701-43557758		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A43557758-43555830
CTBP2	ENSG00000175029.17	ENSG00000175029.17:s:125110990-125111093	-0.8003;-0.0000;0.8191	1.000e+00;6.927e-08;1.000e+00	0.000e+00;9.886e-01;1.142e-20	0.8171;0.0202;0.1649	0.0212;0.0057;0.9735	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr10	-	125100772-125110990;125088319-125110990;125039155-125110990	125038997-125039155;125088191-125088319;125100587-125100772;125110990-125111093		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A125111093-125038997
PCGF3	ENSG00000185619.19	ENSG00000185619.19:s:733672-733789	0.5326;-0.0000;-0.5355	1.000e+00;5.496e-21;1.000e+00	1.749e-20;9.988e-01;0.000e+00	0.0019;0.0080;0.9900	0.5428;0.0029;0.4544	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr4	+	733789-733884;733789-734790;733789-734931	733672-733789;733884-734479;734790-734842;734931-735027		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A735027-733672
