#miRNA	read_count	precursor	total	cc1	cc2	cc3	mm1	mm2	mm3	cc1(norm)	cc2(norm)	cc3(norm)	mm1(norm)	mm2(norm)	mm3(norm)
hsa-miR-3158-3p	305.00	hsa-mir-3158-2	305.00	54.00	107.00	35.00	58.00	29.00	22.00	34.73	42.33	53.13	13.11	14.32	10.98
hsa-miR-3158-5p	2.00	hsa-mir-3158-2	2.00	0	0	0	0	0	2.00	0	0	0	0	0	1.00
hsa-miR-3159	7.00	hsa-mir-3159	7.00	0	2.00	2.00	2.00	1.00	0	0	0.79	3.04	0.45	0.49	0
hsa-miR-3160-3p	1.00	hsa-mir-3160-1	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-3160-5p	0.00	hsa-mir-3160-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3160-3p	1.00	hsa-mir-3160-2	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-3160-5p	0.00	hsa-mir-3160-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3161	0.00	hsa-mir-3161	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3162-3p	0.00	hsa-mir-3162	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3162-5p	0.00	hsa-mir-3162	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3163	3.00	hsa-mir-3163	3.00	0	0	0	1.00	2.00	0	0	0	0	0.23	0.99	0
hsa-miR-3164	2.00	hsa-mir-3164	2.00	0	0	0	1.00	1.00	0	0	0	0	0.23	0.49	0
hsa-miR-3165	1.00	hsa-mir-3165	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-3166	1.00	hsa-mir-3166	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0.50
hsa-miR-3167	0.00	hsa-mir-3167	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3168	0.00	hsa-mir-3168	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3169	0.00	hsa-mir-3169	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3170	1.00	hsa-mir-3170	1.00	0	0	0	0	1.00	0	0	0	0	0	0.49	0
hsa-miR-3171	0.00	hsa-mir-3171	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-5p	4.00	hsa-mir-3173	4.00	0	2.00	0	1.00	1.00	0	0	0.79	0	0.23	0.49	0
hsa-miR-3173-3p	1.00	hsa-mir-3173	1.00	0	0	1.00	0	0	0	0	0	1.52	0	0	0
hsa-miR-3174	1.00	hsa-mir-3174	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-3175	1.00	hsa-mir-3175	1.00	1.00	0	0	0	0	0	0.64	0	0	0	0	0
hsa-miR-3176	15.00	hsa-mir-3176	15.00	0	4.00	2.00	6.00	0	3.00	0	1.58	3.04	1.36	0	1.50
hsa-miR-3177-3p	11.00	hsa-mir-3177	11.00	2.00	2.00	2.00	3.00	0	2.00	1.29	0.79	3.04	0.68	0	1.00
hsa-miR-3177-5p	3.00	hsa-mir-3177	3.00	2.00	0	0	1.00	0	0	1.29	0	0	0.23	0	0
hsa-miR-3178	0.00	hsa-mir-3178	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3179	15.00	hsa-mir-3179-1	15.00	4.00	0	1.00	4.00	5.00	1.00	2.57	0	1.52	0.90	2.47	0.50
hsa-miR-3179	15.00	hsa-mir-3179-2	15.00	4.00	0	1.00	4.00	5.00	1.00	2.57	0	1.52	0.90	2.47	0.50
hsa-miR-3179	15.00	hsa-mir-3179-3	15.00	4.00	0	1.00	4.00	5.00	1.00	2.57	0	1.52	0.90	2.47	0.50
hsa-miR-3179	15.00	hsa-mir-3179-4	15.00	4.00	0	1.00	4.00	5.00	1.00	2.57	0	1.52	0.90	2.47	0.50
hsa-miR-3180-3p	19.00	hsa-mir-3180-1	19.00	2.00	9.00	5.00	0	1.00	2.00	1.29	3.56	7.59	0	0.49	1.00
hsa-miR-3180	19.00	hsa-mir-3180-1	19.00	2.00	9.00	5.00	0	1.00	2.00	1.29	3.56	7.59	0	0.49	1.00
hsa-miR-3180-5p	4.00	hsa-mir-3180-1	4.00	0	0	0	3.00	0	1.00	0	0	0	0.68	0	0.50
hsa-miR-3180-3p	19.00	hsa-mir-3180-2	19.00	2.00	9.00	5.00	0	1.00	2.00	1.29	3.56	7.59	0	0.49	1.00
hsa-miR-3180	19.00	hsa-mir-3180-2	19.00	2.00	9.00	5.00	0	1.00	2.00	1.29	3.56	7.59	0	0.49	1.00
hsa-miR-3180-5p	4.00	hsa-mir-3180-2	4.00	0	0	0	3.00	0	1.00	0	0	0	0.68	0	0.50
hsa-miR-3180-3p	19.00	hsa-mir-3180-3	19.00	2.00	9.00	5.00	0	1.00	2.00	1.29	3.56	7.59	0	0.49	1.00
hsa-miR-3180	19.00	hsa-mir-3180-3	19.00	2.00	9.00	5.00	0	1.00	2.00	1.29	3.56	7.59	0	0.49	1.00
hsa-miR-3180-5p	4.00	hsa-mir-3180-3	4.00	0	0	0	3.00	0	1.00	0	0	0	0.68	0	0.50
hsa-miR-3180-3p	19.00	hsa-mir-3180-4	19.00	2.00	9.00	5.00	0	1.00	2.00	1.29	3.56	7.59	0	0.49	1.00
hsa-miR-3180	19.00	hsa-mir-3180-4	19.00	2.00	9.00	5.00	0	1.00	2.00	1.29	3.56	7.59	0	0.49	1.00
hsa-miR-3180-3p	19.00	hsa-mir-3180-5	19.00	2.00	9.00	5.00	0	1.00	2.00	1.29	3.56	7.59	0	0.49	1.00
hsa-miR-3180	19.00	hsa-mir-3180-5	19.00	2.00	9.00	5.00	0	1.00	2.00	1.29	3.56	7.59	0	0.49	1.00
hsa-miR-3181	5.00	hsa-mir-3181	5.00	0	2.00	2.00	1.00	0	0	0	0.79	3.04	0.23	0	0
hsa-miR-3182	0.00	hsa-mir-3182	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3183	0.00	hsa-mir-3183	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3184-3p	0.00	hsa-mir-3184	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3184-5p	0.00	hsa-mir-3184	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3185	0.00	hsa-mir-3185	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-5p	0.00	hsa-mir-3186	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-3p	0.00	hsa-mir-3186	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3187-5p	0.00	hsa-mir-3187	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3187-3p	11.00	hsa-mir-3187	11.00	1.00	2.00	2.00	3.00	3.00	0	0.64	0.79	3.04	0.68	1.48	0
hsa-miR-3188	5.00	hsa-mir-3188	5.00	1.00	1.00	1.00	2.00	0	0	0.64	0.40	1.52	0.45	0	0
hsa-miR-3189-3p	1.00	hsa-mir-3189	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-3189-5p	0.00	hsa-mir-3189	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3190-5p	0.00	hsa-mir-3190	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3190-3p	1.00	hsa-mir-3190	1.00	0	0	0	0	1.00	0	0	0	0	0	0.49	0
hsa-miR-3191-3p	1.00	hsa-mir-3191	1.00	0	0	1.00	0	0	0	0	0	1.52	0	0	0
hsa-miR-3191-5p	0.00	hsa-mir-3191	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3192-3p	0.00	hsa-mir-3192	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3192-5p	2.00	hsa-mir-3192	2.00	0	0	0	2.00	0	0	0	0	0	0.45	0	0
hsa-miR-3193	0.00	hsa-mir-3193	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3194-3p	0.00	hsa-mir-3194	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3194-5p	0.00	hsa-mir-3194	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3195	2.00	hsa-mir-3195	2.00	0	0	2.00	0	0	0	0	0	3.04	0	0	0
hsa-miR-3196	1.00	hsa-mir-3196	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-3197	0.00	hsa-mir-3197	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3198	0.00	hsa-mir-3198-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3198	0.00	hsa-mir-3198-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3199	10.00	hsa-mir-3199-1	10.00	1.00	7.00	0	2.00	0	0	0.64	2.77	0	0.45	0	0
hsa-miR-3199	10.00	hsa-mir-3199-2	10.00	1.00	7.00	0	2.00	0	0	0.64	2.77	0	0.45	0	0
hsa-miR-32-5p	115.00	hsa-mir-32	115.00	9.00	3.00	0	70.00	12.00	21.00	5.79	1.19	0	15.82	5.93	10.48
hsa-miR-32-3p	25.00	hsa-mir-32	25.00	10.00	2.00	1.00	9.00	1.00	2.00	6.43	0.79	1.52	2.03	0.49	1.00
hsa-miR-3200-5p	43.00	hsa-mir-3200	43.00	9.00	14.00	2.00	8.00	8.00	2.00	5.79	5.54	3.04	1.81	3.95	1.00
hsa-miR-3200-3p	47.00	hsa-mir-3200	47.00	7.00	15.00	3.00	11.00	9.00	2.00	4.50	5.93	4.55	2.49	4.44	1.00
hsa-miR-3201	0.00	hsa-mir-3201	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3202	1.00	hsa-mir-3202-1	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-3202	8.00	hsa-mir-3202-2	8.00	0	5.00	0	3.00	0	0	0	1.98	0	0.68	0	0
hsa-miR-320a-3p	72248.00	hsa-mir-320a	72248.00	10692.00	29248.00	8013.00	13922.00	7689.00	2684.00	6877.38	11569.58	12163.74	3146.37	3796.93	1339.84
hsa-miR-320a-5p	3.00	hsa-mir-320a	3.00	0	2.00	0	1.00	0	0	0	0.79	0	0.23	0	0
hsa-miR-320b	1419.00	hsa-mir-320b-1	1419.00	177.00	626.00	245.00	194.00	128.00	49.00	113.85	247.63	371.91	43.84	63.21	24.46
hsa-miR-320b	1236.00	hsa-mir-320b-2	1236.00	148.00	544.00	223.00	164.00	109.00	48.00	95.20	215.19	338.51	37.06	53.83	23.96
hsa-miR-320c	182.00	hsa-mir-320c-1	182.00	30.00	71.00	33.00	32.00	12.00	4.00	19.30	28.09	50.09	7.23	5.93	2.00
hsa-miR-320c	205.00	hsa-mir-320c-2	205.00	31.00	85.00	34.00	37.00	14.00	4.00	19.94	33.62	51.61	8.36	6.91	2.00
hsa-miR-320d	204.00	hsa-mir-320d-1	204.00	29.00	82.00	29.00	45.00	9.00	10.00	18.65	32.44	44.02	10.17	4.44	4.99
hsa-miR-320d	165.00	hsa-mir-320d-2	165.00	25.00	68.00	25.00	35.00	5.00	7.00	16.08	26.90	37.95	7.91	2.47	3.49
hsa-miR-320e	26.00	hsa-mir-320e	26.00	4.00	13.00	1.00	5.00	2.00	1.00	2.57	5.14	1.52	1.13	0.99	0.50
hsa-miR-323a-5p	6.00	hsa-mir-323a	6.00	1.00	0	4.00	0	0	1.00	0.64	0	6.07	0	0	0.50
hsa-miR-323a-3p	228.00	hsa-mir-323a	228.00	33.00	23.00	13.00	77.00	49.00	33.00	21.23	9.10	19.73	17.40	24.20	16.47
hsa-miR-323b-5p	0.00	hsa-mir-323b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-323b-3p	46.00	hsa-mir-323b	46.00	6.00	5.00	4.00	18.00	4.00	9.00	3.86	1.98	6.07	4.07	1.98	4.49
hsa-miR-324-3p	69.00	hsa-mir-324	69.00	8.00	9.00	4.00	31.00	7.00	10.00	5.15	3.56	6.07	7.01	3.46	4.99
hsa-miR-324-5p	100.00	hsa-mir-324	100.00	12.00	2.00	2.00	57.00	14.00	13.00	7.72	0.79	3.04	12.88	6.91	6.49
hsa-miR-325	0.00	hsa-mir-325	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-326	10.00	hsa-mir-326	10.00	0	2.00	0	6.00	1.00	1.00	0	0.79	0	1.36	0.49	0.50
hsa-miR-328-3p	199.00	hsa-mir-328	199.00	34.00	56.00	23.00	46.00	26.00	14.00	21.87	22.15	34.91	10.40	12.84	6.99
hsa-miR-328-5p	0.00	hsa-mir-328	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-329-5p	1.00	hsa-mir-329-1	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-329-3p	78.00	hsa-mir-329-1	78.00	6.00	12.00	3.00	34.00	9.00	14.00	3.86	4.75	4.55	7.68	4.44	6.99
hsa-miR-329-5p	1.00	hsa-mir-329-2	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-329-3p	78.00	hsa-mir-329-2	78.00	6.00	12.00	3.00	34.00	9.00	14.00	3.86	4.75	4.55	7.68	4.44	6.99
hsa-miR-330-3p	169.00	hsa-mir-330	169.00	14.00	33.00	14.00	53.00	40.00	15.00	9.01	13.05	21.25	11.98	19.75	7.49
hsa-miR-330-5p	12.00	hsa-mir-330	12.00	2.00	0	0	8.00	0	2.00	1.29	0	0	1.81	0	1.00
hsa-miR-331-3p	514.00	hsa-mir-331	514.00	4.00	100.00	25.00	204.00	132.00	49.00	2.57	39.56	37.95	46.10	65.18	24.46
hsa-miR-331-5p	56.00	hsa-mir-331	56.00	12.00	8.00	1.00	27.00	7.00	1.00	7.72	3.16	1.52	6.10	3.46	0.50
hsa-miR-335-3p	127.00	hsa-mir-335	127.00	13.00	5.00	1.00	67.00	17.00	24.00	8.36	1.98	1.52	15.14	8.39	11.98
hsa-miR-335-5p	636.00	hsa-mir-335	636.00	48.00	26.00	4.00	318.00	106.00	134.00	30.87	10.28	6.07	71.87	52.34	66.89
hsa-miR-337-5p	39.00	hsa-mir-337	39.00	9.00	2.00	2.00	19.00	0	7.00	5.79	0.79	3.04	4.29	0	3.49
hsa-miR-337-3p	19.00	hsa-mir-337	19.00	1.00	0	1.00	9.00	5.00	3.00	0.64	0	1.52	2.03	2.47	1.50
hsa-miR-338-5p	51.00	hsa-mir-338	51.00	9.00	3.00	6.00	29.00	2.00	2.00	5.79	1.19	9.11	6.55	0.99	1.00
hsa-miR-338-3p	24.00	hsa-mir-338	24.00	9.00	5.00	4.00	3.00	1.00	2.00	5.79	1.98	6.07	0.68	0.49	1.00
hsa-miR-339-5p	1659.00	hsa-mir-339	1659.00	132.00	342.00	128.00	568.00	243.00	246.00	84.91	135.28	194.30	128.37	120.00	122.80
hsa-miR-339-3p	2343.00	hsa-mir-339	2343.00	248.00	983.00	217.00	502.00	141.00	252.00	159.52	388.84	329.41	113.45	69.63	125.80
hsa-miR-33a-5p	21.00	hsa-mir-33a	21.00	5.00	7.00	2.00	3.00	0	4.00	3.22	2.77	3.04	0.68	0	2.00
hsa-miR-33a-3p	36.00	hsa-mir-33a	36.00	15.00	0	2.00	15.00	1.00	3.00	9.65	0	3.04	3.39	0.49	1.50
hsa-miR-33b-3p	50.00	hsa-mir-33b	50.00	3.00	15.00	0	19.00	8.00	5.00	1.93	5.93	0	4.29	3.95	2.50
hsa-miR-33b-5p	0.00	hsa-mir-33b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-340-3p	366.00	hsa-mir-340	366.00	64.00	28.00	5.00	172.00	50.00	47.00	41.17	11.08	7.59	38.87	24.69	23.46
hsa-miR-340-5p	1756.00	hsa-mir-340	1756.00	125.00	129.00	25.00	985.00	180.00	312.00	80.40	51.03	37.95	222.61	88.89	155.75
hsa-miR-342-3p	2727.00	hsa-mir-342	2727.00	374.00	337.00	141.00	1563.00	235.00	77.00	240.57	133.31	214.04	353.24	116.05	38.44
hsa-miR-342-5p	47.00	hsa-mir-342	47.00	4.00	9.00	4.00	20.00	9.00	1.00	2.57	3.56	6.07	4.52	4.44	0.50
hsa-miR-345-5p	1258.00	hsa-mir-345	1258.00	122.00	198.00	98.00	509.00	104.00	227.00	78.47	78.32	148.76	115.03	51.36	113.32
hsa-miR-345-3p	0.00	hsa-mir-345	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-346	0.00	hsa-mir-346	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34a-5p	307.00	hsa-mir-34a	307.00	69.00	123.00	23.00	50.00	19.00	23.00	44.38	48.65	34.91	11.30	9.38	11.48
hsa-miR-34a-3p	9.00	hsa-mir-34a	9.00	2.00	1.00	0	4.00	0	2.00	1.29	0.40	0	0.90	0	1.00
hsa-miR-34b-3p	9.00	hsa-mir-34b	9.00	3.00	1.00	5.00	0	0	0	1.93	0.40	7.59	0	0	0
hsa-miR-34b-5p	2.00	hsa-mir-34b	2.00	0	0	0	1.00	0	1.00	0	0	0	0.23	0	0.50
hsa-miR-34c-3p	36.00	hsa-mir-34c	36.00	4.00	19.00	9.00	4.00	0	0	2.57	7.52	13.66	0.90	0	0
hsa-miR-34c-5p	540.00	hsa-mir-34c	540.00	76.00	216.00	66.00	105.00	29.00	48.00	48.89	85.44	100.19	23.73	14.32	23.96
hsa-miR-3529-5p	25.00	hsa-mir-3529	25.00	5.00	8.00	2.00	6.00	2.00	2.00	3.22	3.16	3.04	1.36	0.99	1.00
hsa-miR-3529-3p	0.00	hsa-mir-3529	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3605-5p	91.00	hsa-mir-3605	91.00	12.00	44.00	8.00	12.00	11.00	4.00	7.72	17.41	12.14	2.71	5.43	2.00
hsa-miR-3605-3p	12.00	hsa-mir-3605	12.00	3.00	3.00	1.00	1.00	2.00	2.00	1.93	1.19	1.52	0.23	0.99	1.00
hsa-miR-3606-3p	0.00	hsa-mir-3606	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3606-5p	0.00	hsa-mir-3606	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3609	9.00	hsa-mir-3609	9.00	2.00	2.00	0	2.00	1.00	2.00	1.29	0.79	0	0.45	0.49	1.00
hsa-miR-361-3p	508.00	hsa-mir-361	508.00	42.00	150.00	32.00	145.00	86.00	53.00	27.02	59.34	48.58	32.77	42.47	26.46
hsa-miR-361-5p	12016.00	hsa-mir-361	12016.00	2362.00	2146.00	719.00	3398.00	1816.00	1575.00	1519.30	848.89	1091.44	767.95	896.76	786.23
hsa-miR-3610	1.00	hsa-mir-3610	1.00	0	0	1.00	0	0	0	0	0	1.52	0	0	0
hsa-miR-3611	3.00	hsa-mir-3611	3.00	0	1.00	0	1.00	1.00	0	0	0.40	0	0.23	0.49	0
hsa-miR-3612	26.00	hsa-mir-3612	26.00	2.00	15.00	4.00	2.00	1.00	2.00	1.29	5.93	6.07	0.45	0.49	1.00
hsa-miR-3613-5p	863.00	hsa-mir-3613	863.00	285.00	103.00	36.00	267.00	58.00	114.00	183.32	40.74	54.65	60.34	28.64	56.91
hsa-miR-3613-3p	272.00	hsa-mir-3613	272.00	100.00	48.00	27.00	50.00	35.00	12.00	64.32	18.99	40.99	11.30	17.28	5.99
hsa-miR-3614-5p	15.00	hsa-mir-3614	15.00	2.00	2.00	0	10.00	0	1.00	1.29	0.79	0	2.26	0	0.50
hsa-miR-3614-3p	0.00	hsa-mir-3614	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3615	115.00	hsa-mir-3615	115.00	11.00	25.00	4.00	41.00	27.00	7.00	7.08	9.89	6.07	9.27	13.33	3.49
hsa-miR-3616-3p	0.00	hsa-mir-3616	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3616-5p	5.00	hsa-mir-3616	5.00	0	0	0	3.00	0	2.00	0	0	0	0.68	0	1.00
hsa-miR-3617-3p	1.00	hsa-mir-3617	1.00	1.00	0	0	0	0	0	0.64	0	0	0	0	0
hsa-miR-3617-5p	4.00	hsa-mir-3617	4.00	2.00	1.00	0	0	1.00	0	1.29	0.40	0	0	0.49	0
hsa-miR-3618	0.00	hsa-mir-3618	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3619-5p	0.00	hsa-mir-3619	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3619-3p	4.00	hsa-mir-3619	4.00	0	1.00	0	3.00	0	0	0	0.40	0	0.68	0	0
hsa-miR-362-3p	10.00	hsa-mir-362	10.00	0	0	0	5.00	1.00	4.00	0	0	0	1.13	0.49	2.00
hsa-miR-362-5p	1385.00	hsa-mir-362	1385.00	211.00	259.00	80.00	511.00	239.00	85.00	135.72	102.45	121.44	115.49	118.02	42.43
hsa-miR-3620-5p	3.00	hsa-mir-3620	3.00	0	1.00	0	0	1.00	1.00	0	0.40	0	0	0.49	0.50
hsa-miR-3620-3p	2.00	hsa-mir-3620	2.00	1.00	0	0	1.00	0	0	0.64	0	0	0.23	0	0
hsa-miR-3621	0.00	hsa-mir-3621	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3622a-5p	2.00	hsa-mir-3622a	2.00	0	0	2.00	0	0	0	0	0	3.04	0	0	0
hsa-miR-3622a-3p	0.00	hsa-mir-3622a	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3622b-3p	0.00	hsa-mir-3622b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3622b-5p	0.00	hsa-mir-3622b	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-363-5p	0.00	hsa-mir-363	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-363-3p	19125.00	hsa-mir-363	19125.00	1994.00	931.00	92.00	9696.00	4282.00	2130.00	1282.59	368.27	139.66	2191.30	2114.51	1063.29
hsa-miR-3646	0.00	hsa-mir-3646	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3648	3.00	hsa-mir-3648-1	3.00	1.00	0	2.00	0	0	0	0.64	0	3.04	0	0	0
hsa-miR-3648	3.00	hsa-mir-3648-2	3.00	1.00	0	2.00	0	0	0	0.64	0	3.04	0	0	0
hsa-miR-3649	0.00	hsa-mir-3649	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3650	0.00	hsa-mir-3650	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3651	15.00	hsa-mir-3651	15.00	4.00	3.00	2.00	4.00	0	2.00	2.57	1.19	3.04	0.90	0	1.00
hsa-miR-3652	0.00	hsa-mir-3652	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3654	0.00	hsa-mir-3654	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3655	0.00	hsa-mir-3655	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3657	0.00	hsa-mir-3657	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3658	0.00	hsa-mir-3658	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3659	0.00	hsa-mir-3659	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-365b-3p	6474.00	hsa-mir-365a	6474.00	964.00	1063.00	394.00	1688.00	1349.00	1016.00	620.07	420.49	598.09	381.49	666.15	507.18
hsa-miR-365a-3p	6474.00	hsa-mir-365a	6474.00	964.00	1063.00	394.00	1688.00	1349.00	1016.00	620.07	420.49	598.09	381.49	666.15	507.18
hsa-miR-365a-5p	44.00	hsa-mir-365a	44.00	4.00	11.00	5.00	11.00	12.00	1.00	2.57	4.35	7.59	2.49	5.93	0.50
hsa-miR-365b-3p	6475.00	hsa-mir-365b	6475.00	964.00	1063.00	394.00	1689.00	1349.00	1016.00	620.07	420.49	598.09	381.71	666.15	507.18
hsa-miR-365a-3p	6475.00	hsa-mir-365b	6475.00	964.00	1063.00	394.00	1689.00	1349.00	1016.00	620.07	420.49	598.09	381.71	666.15	507.18
hsa-miR-365b-5p	3.00	hsa-mir-365b	3.00	0	3.00	0	0	0	0	0	1.19	0	0	0	0
hsa-miR-3660	1.00	hsa-mir-3660	1.00	0	1.00	0	0	0	0	0	0.40	0	0	0	0
hsa-miR-3661	44.00	hsa-mir-3661	44.00	0	20.00	3.00	10.00	10.00	1.00	0	7.91	4.55	2.26	4.94	0.50
hsa-miR-3662	9.00	hsa-mir-3662	9.00	4.00	4.00	0	0	1.00	0	2.57	1.58	0	0	0.49	0
hsa-miR-3663-5p	0.00	hsa-mir-3663	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3663-3p	2.00	hsa-mir-3663	2.00	1.00	1.00	0	0	0	0	0.64	0.40	0	0	0	0
hsa-miR-3664-3p	0.00	hsa-mir-3664	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3664-5p	0.00	hsa-mir-3664	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3665	0.00	hsa-mir-3665	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3666	0.00	hsa-mir-3666	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3667-5p	1.00	hsa-mir-3667	1.00	0	0	0	1.00	0	0	0	0	0	0.23	0	0
hsa-miR-3667-3p	2.00	hsa-mir-3667	2.00	0	0	0	2.00	0	0	0	0	0	0.45	0	0
hsa-miR-3668	0.00	hsa-mir-3668	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-367-5p	0.00	hsa-mir-367	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-367-3p	0.00	hsa-mir-367	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3670	0.00	hsa-mir-3670-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3670	0.00	hsa-mir-3670-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3670	0.00	hsa-mir-3670-3	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3670	0.00	hsa-mir-3670-4	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3671	0.00	hsa-mir-3671	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3672	0.00	hsa-mir-3672	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3674	0.00	hsa-mir-3674	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3675-3p	0.00	hsa-mir-3675	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3675-5p	0.00	hsa-mir-3675	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3677-3p	20.00	hsa-mir-3677	20.00	0	4.00	3.00	9.00	1.00	3.00	0	1.58	4.55	2.03	0.49	1.50
hsa-miR-3677-5p	0.00	hsa-mir-3677	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3678-3p	0.00	hsa-mir-3678	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3678-5p	0.00	hsa-mir-3678	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3679-5p	2.00	hsa-mir-3679	2.00	0	1.00	0	0	1.00	0	0	0.40	0	0	0.49	0
hsa-miR-3679-3p	0.00	hsa-mir-3679	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3680-3p	0.00	hsa-mir-3680-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
